user_id,investment_type,asset_name,amount_invested,current_value,returns_percentage,purchase_date,platform
USER0355,Bonds,Bonds Portfolio,253682,264331.54,4.2,2025-09-04,Bank
USER0355,Fixed Deposits,Fixed Deposits Portfolio,158156,185560.8,17.33,2024-09-19,Direct
USER0355,Stocks,Stocks Portfolio,462876,525914.96,13.62,2024-03-23,Bank
USER0355,Gold,Gold Portfolio,125760,115740.01,-7.97,2025-05-07,Bank
USER0356,Real Estate,Real Estate Portfolio,2568253,2685896.97,4.58,2024-10-11,Direct
USER0357,Bonds,Bonds Portfolio,166900,191293.7,14.62,2023-10-18,Mutual Fund House
USER0357,Real Estate,Real Estate Portfolio,1209888,1233313.16,1.94,2024-05-21,Direct
USER0357,Gold,Gold Portfolio,132189,121330.23,-8.21,2025-09-12,Stock Broker
USER0358,Fixed Deposits,Fixed Deposits Portfolio,608713,573815.14,-5.73,2025-05-18,Stock Broker
USER0359,Mutual Funds,Mutual Funds Portfolio,369108,436306.31,18.21,2023-07-31,Bank
USER0359,Gold,Gold Portfolio,185893,208723.73,12.28,2023-10-01,Bank
USER0359,Stocks,Stocks Portfolio,211603,195239.77,-7.73,2023-03-11,Mutual Fund House
USER0359,Bonds,Bonds Portfolio,85926,88866.16,3.42,2023-09-06,Direct
USER0360,Gold,Gold Portfolio,138962,161862.11,16.48,2025-11-26,Bank
USER0360,Mutual Funds,Mutual Funds Portfolio,384709,358464.28,-6.82,2023-04-08,Mutual Fund House
USER0360,Bonds,Bonds Portfolio,16547,17474.4,5.6,2025-05-26,Direct
USER0361,Bonds,Bonds Portfolio,124039,132008.91,6.43,2025-03-09,Mutual Fund House
USER0361,Gold,Gold Portfolio,120466,112067.17,-6.97,2025-05-11,Mutual Fund House
USER0361,Stocks,Stocks Portfolio,395979,412991.07,4.3,2024-11-28,Stock Broker
USER0361,Mutual Funds,Mutual Funds Portfolio,188596,186777.39,-0.96,2025-06-22,Direct
USER0362,Real Estate,Real Estate Portfolio,1373534,1669968.27,21.58,2024-07-07,Direct
USER0362,Bonds,Bonds Portfolio,63792,79721.97,24.97,2025-05-17,Bank
USER0363,Gold,Gold Portfolio,74102,73170.21,-1.26,2023-06-29,Direct
USER0363,Real Estate,Real Estate Portfolio,4988133,5064393.26,1.53,2024-08-17,Bank
USER0364,Bonds,Bonds Portfolio,229201,276402.38,20.59,2024-05-04,Stock Broker
USER0364,Real Estate,Real Estate Portfolio,2134269,2102473.99,-1.49,2024-07-03,Mutual Fund House
USER0364,Gold,Gold Portfolio,37910,40864.28,7.79,2023-04-20,Direct
USER0365,Gold,Gold Portfolio,22735,20599.47,-9.39,2024-06-25,Bank
USER0365,Real Estate,Real Estate Portfolio,2917769,2629383.78,-9.88,2025-07-19,Stock Broker
USER0365,Mutual Funds,Mutual Funds Portfolio,90046,105998.42,17.72,2025-01-01,Bank
USER0365,Stocks,Stocks Portfolio,19305,19845.92,2.8,2024-05-28,Bank
USER0366,Gold,Gold Portfolio,114287,135254.61,18.35,2024-05-04,Direct
USER0367,Gold,Gold Portfolio,164409,173422.57,5.48,2024-03-27,Direct
USER0367,Fixed Deposits,Fixed Deposits Portfolio,92045,106196.45,15.37,2024-12-22,Stock Broker
USER0368,Mutual Funds,Mutual Funds Portfolio,43067,44284.99,2.83,2024-07-27,Bank
USER0368,Stocks,Stocks Portfolio,264753,256088.4,-3.27,2023-02-08,Mutual Fund House
USER0368,Gold,Gold Portfolio,195091,237829.9,21.91,2023-08-11,Stock Broker
USER0369,Mutual Funds,Mutual Funds Portfolio,145527,156120.69,7.28,2024-02-18,Direct
USER0369,Gold,Gold Portfolio,147554,163434.03,10.76,2024-06-28,Bank
USER0369,Fixed Deposits,Fixed Deposits Portfolio,772406,712336.13,-7.78,2024-08-22,Direct
USER0369,Real Estate,Real Estate Portfolio,3015284,3479609.54,15.4,2023-02-06,Stock Broker
USER0370,Bonds,Bonds Portfolio,108562,106114.96,-2.25,2023-08-01,Bank
USER0370,Gold,Gold Portfolio,125193,152794.35,22.05,2025-08-19,Bank
USER0370,Real Estate,Real Estate Portfolio,770871,863078.29,11.96,2023-06-05,Direct
USER0371,Fixed Deposits,Fixed Deposits Portfolio,519760,519813.75,0.01,2024-07-09,Stock Broker
USER0371,Stocks,Stocks Portfolio,242213,289859.09,19.67,2024-03-30,Direct
USER0372,Gold,Gold Portfolio,111280,131934.42,18.56,2025-05-10,Direct
USER0372,Stocks,Stocks Portfolio,234628,287037.86,22.34,2025-12-13,Mutual Fund House
USER0372,Real Estate,Real Estate Portfolio,3920883,3802199.66,-3.03,2024-10-29,Stock Broker
USER0372,Mutual Funds,Mutual Funds Portfolio,146081,137930.26,-5.58,2025-02-05,Stock Broker
USER0373,Bonds,Bonds Portfolio,99756,108883.24,9.15,2024-10-30,Direct
USER0373,Real Estate,Real Estate Portfolio,3948360,4317621.17,9.35,2023-07-10,Mutual Fund House
USER0373,Stocks,Stocks Portfolio,283820,269945.26,-4.89,2025-09-19,Direct
USER0374,Gold,Gold Portfolio,19759,23383.21,18.34,2023-12-17,Mutual Fund House
USER0374,Stocks,Stocks Portfolio,287437,343746.59,19.59,2025-06-05,Mutual Fund House
USER0375,Bonds,Bonds Portfolio,110246,118339.43,7.34,2024-08-23,Stock Broker
USER0376,Real Estate,Real Estate Portfolio,1637309,1514816.34,-7.48,2025-12-02,Direct
USER0376,Mutual Funds,Mutual Funds Portfolio,300312,286207.03,-4.7,2024-04-09,Bank
USER0376,Bonds,Bonds Portfolio,62007,72589.98,17.07,2024-08-20,Mutual Fund House
USER0376,Fixed Deposits,Fixed Deposits Portfolio,510000,503652.0,-1.24,2023-12-31,Stock Broker
USER0377,Fixed Deposits,Fixed Deposits Portfolio,652541,724398.09,11.01,2025-05-10,Direct
USER0378,Gold,Gold Portfolio,14406,16394.87,13.81,2024-08-22,Stock Broker
USER0378,Mutual Funds,Mutual Funds Portfolio,29435,36036.25,22.43,2025-10-15,Bank
USER0379,Mutual Funds,Mutual Funds Portfolio,111333,116117.2,4.3,2025-04-29,Direct
USER0379,Real Estate,Real Estate Portfolio,3937056,4892036.63,24.26,2023-09-27,Direct
USER0380,Stocks,Stocks Portfolio,167809,194489.14,15.9,2024-06-24,Bank
USER0381,Bonds,Bonds Portfolio,63191,69428.22,9.87,2023-08-03,Stock Broker
USER0381,Fixed Deposits,Fixed Deposits Portfolio,957041,1157621.66,20.96,2025-12-04,Stock Broker
USER0381,Gold,Gold Portfolio,166611,163566.93,-1.83,2024-09-15,Direct
USER0381,Real Estate,Real Estate Portfolio,4009586,4760536.15,18.73,2025-07-01,Mutual Fund House
USER0382,Real Estate,Real Estate Portfolio,4530243,5136436.85,13.38,2024-01-19,Stock Broker
USER0382,Mutual Funds,Mutual Funds Portfolio,274235,314068.11,14.53,2024-08-17,Mutual Fund House
USER0383,Mutual Funds,Mutual Funds Portfolio,208613,217831.59,4.42,2025-01-08,Stock Broker
USER0383,Real Estate,Real Estate Portfolio,4638751,4821928.65,3.95,2025-07-24,Stock Broker
USER0383,Fixed Deposits,Fixed Deposits Portfolio,992224,1186857.51,19.62,2024-11-11,Direct
USER0384,Bonds,Bonds Portfolio,25494,26024.43,2.08,2025-07-30,Direct
USER0384,Stocks,Stocks Portfolio,158404,166918.82,5.38,2023-11-08,Bank
USER0385,Fixed Deposits,Fixed Deposits Portfolio,940532,909786.34,-3.27,2024-08-15,Mutual Fund House
USER0385,Bonds,Bonds Portfolio,38443,47509.69,23.58,2025-12-11,Mutual Fund House
USER0385,Gold,Gold Portfolio,21501,25384.7,18.06,2024-10-15,Stock Broker
USER0386,Real Estate,Real Estate Portfolio,963544,1009361.81,4.76,2025-12-20,Mutual Fund House
USER0386,Bonds,Bonds Portfolio,237778,221231.82,-6.96,2025-11-29,Mutual Fund House
USER0386,Gold,Gold Portfolio,148951,158881.38,6.67,2024-11-03,Stock Broker
USER0387,Gold,Gold Portfolio,141786,177045.38,24.87,2024-05-03,Direct
USER0387,Fixed Deposits,Fixed Deposits Portfolio,759157,879628.43,15.87,2024-07-08,Bank
USER0388,Gold,Gold Portfolio,150087,148787.78,-0.87,2023-11-28,Bank
USER0388,Real Estate,Real Estate Portfolio,1896517,1990360.9,4.95,2023-05-09,Bank
USER0388,Mutual Funds,Mutual Funds Portfolio,300863,327091.29,8.72,2024-10-08,Bank
USER0389,Bonds,Bonds Portfolio,185374,226140.98,21.99,2024-11-05,Mutual Fund House
USER0390,Fixed Deposits,Fixed Deposits Portfolio,105727,118206.63,11.8,2025-12-05,Direct
USER0390,Mutual Funds,Mutual Funds Portfolio,57973,66310.86,14.38,2024-05-09,Bank
USER0391,Fixed Deposits,Fixed Deposits Portfolio,439352,534431.14,21.64,2024-04-08,Direct
USER0391,Gold,Gold Portfolio,102460,116828.29,14.02,2025-10-02,Stock Broker
USER0392,Gold,Gold Portfolio,122139,135810.91,11.19,2023-09-09,Stock Broker
USER0392,Real Estate,Real Estate Portfolio,976954,938751.1,-3.91,2023-02-10,Stock Broker
USER0392,Mutual Funds,Mutual Funds Portfolio,385269,480493.18,24.72,2024-05-11,Stock Broker
USER0392,Stocks,Stocks Portfolio,21017,20037.08,-4.66,2025-12-24,Bank
USER0393,Stocks,Stocks Portfolio,192122,198308.04,3.22,2024-11-20,Direct
USER0394,Bonds,Bonds Portfolio,155652,186360.01,19.73,2023-11-10,Direct
USER0394,Real Estate,Real Estate Portfolio,4842403,5671958.01,17.13,2023-05-07,Bank
USER0395,Mutual Funds,Mutual Funds Portfolio,230691,278750.89,20.83,2023-02-01,Mutual Fund House
USER0395,Stocks,Stocks Portfolio,345401,324158.04,-6.15,2023-11-26,Stock Broker
USER0395,Real Estate,Real Estate Portfolio,3858290,4671380.22,21.07,2024-04-28,Stock Broker
USER0395,Bonds,Bonds Portfolio,165379,195037.43,17.93,2023-09-21,Direct
USER0396,Bonds,Bonds Portfolio,217072,238159.29,9.71,2024-06-17,Stock Broker
USER0396,Gold,Gold Portfolio,118197,144742.81,22.46,2025-07-21,Mutual Fund House
USER0397,Fixed Deposits,Fixed Deposits Portfolio,623310,578338.41,-7.21,2025-02-15,Stock Broker
USER0397,Stocks,Stocks Portfolio,392169,366340.37,-6.59,2024-12-07,Direct
USER0397,Gold,Gold Portfolio,46567,45445.42,-2.41,2023-10-20,Direct
USER0397,Real Estate,Real Estate Portfolio,687840,767262.74,11.55,2023-03-22,Stock Broker
USER0398,Bonds,Bonds Portfolio,260578,272071.65,4.41,2025-01-13,Stock Broker
USER0398,Stocks,Stocks Portfolio,417130,482846.14,15.75,2025-08-27,Direct
USER0398,Fixed Deposits,Fixed Deposits Portfolio,772311,914751.46,18.44,2023-06-13,Direct
USER0399,Bonds,Bonds Portfolio,121447,128955.2,6.18,2023-11-19,Direct
USER0399,Mutual Funds,Mutual Funds Portfolio,337006,346608.61,2.85,2023-03-12,Direct
USER0399,Fixed Deposits,Fixed Deposits Portfolio,104898,124908.18,19.08,2025-07-21,Bank
USER0399,Real Estate,Real Estate Portfolio,3423989,3553600.66,3.79,2024-01-24,Stock Broker
USER0400,Bonds,Bonds Portfolio,131167,138733.08,5.77,2024-07-14,Bank
USER0401,Mutual Funds,Mutual Funds Portfolio,13261,13129.53,-0.99,2023-07-10,Bank
USER0401,Fixed Deposits,Fixed Deposits Portfolio,949757,1017566.25,7.14,2023-09-23,Bank
USER0402,Real Estate,Real Estate Portfolio,1611591,1486961.56,-7.73,2025-04-14,Direct
USER0402,Fixed Deposits,Fixed Deposits Portfolio,668027,617492.16,-7.56,2025-10-31,Stock Broker
USER0402,Stocks,Stocks Portfolio,219933,220684.98,0.34,2023-03-08,Bank
USER0403,Fixed Deposits,Fixed Deposits Portfolio,427444,482390.8,12.85,2023-10-08,Bank
USER0403,Stocks,Stocks Portfolio,367760,455669.02,23.9,2024-01-14,Stock Broker
USER0403,Gold,Gold Portfolio,29472,35187.7,19.39,2023-03-28,Mutual Fund House
USER0403,Bonds,Bonds Portfolio,113233,103326.95,-8.75,2024-06-26,Direct
USER0404,Bonds,Bonds Portfolio,231923,238098.27,2.66,2023-09-19,Mutual Fund House
USER0405,Bonds,Bonds Portfolio,247481,304868.56,23.19,2024-07-24,Bank
USER0405,Real Estate,Real Estate Portfolio,4172214,4301790.93,3.11,2025-05-06,Stock Broker
USER0405,Mutual Funds,Mutual Funds Portfolio,312745,308306.19,-1.42,2023-06-26,Mutual Fund House
USER0405,Gold,Gold Portfolio,130848,162974.81,24.55,2023-01-31,Bank
USER0406,Fixed Deposits,Fixed Deposits Portfolio,53088,60873.75,14.67,2025-05-21,Mutual Fund House
USER0406,Stocks,Stocks Portfolio,138928,173018.43,24.54,2023-04-05,Bank
USER0406,Bonds,Bonds Portfolio,130680,133941.93,2.5,2023-04-09,Bank
USER0407,Real Estate,Real Estate Portfolio,3331701,3697881.76,10.99,2025-05-21,Direct
USER0407,Mutual Funds,Mutual Funds Portfolio,132934,146823.77,10.45,2023-05-19,Direct
USER0407,Bonds,Bonds Portfolio,215794,247010.58,14.47,2025-07-17,Bank
USER0407,Stocks,Stocks Portfolio,136691,145779.22,6.65,2024-07-29,Bank
USER0408,Bonds,Bonds Portfolio,225661,280973.04,24.51,2023-11-20,Mutual Fund House
USER0408,Gold,Gold Portfolio,119103,143753.53,20.7,2025-08-03,Bank
USER0409,Gold,Gold Portfolio,44340,52166.03,17.65,2025-12-23,Mutual Fund House
USER0409,Real Estate,Real Estate Portfolio,4357919,4156900.2,-4.61,2025-02-13,Direct
USER0409,Mutual Funds,Mutual Funds Portfolio,50558,48706.58,-3.66,2024-01-01,Stock Broker
USER0409,Fixed Deposits,Fixed Deposits Portfolio,414951,378961.26,-8.67,2024-04-11,Direct
USER0410,Real Estate,Real Estate Portfolio,712401,643746.07,-9.64,2023-05-01,Bank
USER0410,Fixed Deposits,Fixed Deposits Portfolio,540121,589728.82,9.18,2024-01-11,Direct
USER0411,Mutual Funds,Mutual Funds Portfolio,315294,320757.83,1.73,2025-05-10,Direct
USER0412,Bonds,Bonds Portfolio,54198,58919.05,8.71,2023-05-10,Bank
USER0412,Gold,Gold Portfolio,186134,183187.25,-1.58,2023-05-24,Mutual Fund House
USER0412,Mutual Funds,Mutual Funds Portfolio,217839,248143.37,13.91,2024-11-02,Stock Broker
USER0412,Stocks,Stocks Portfolio,355460,367734.64,3.45,2025-06-03,Direct
USER0413,Gold,Gold Portfolio,169301,175977.84,3.94,2023-03-16,Stock Broker
USER0413,Bonds,Bonds Portfolio,234789,277394.18,18.15,2023-12-13,Direct
USER0413,Mutual Funds,Mutual Funds Portfolio,77223,94683.52,22.61,2024-12-24,Direct
USER0414,Fixed Deposits,Fixed Deposits Portfolio,440865,511698.48,16.07,2023-10-06,Stock Broker
USER0414,Gold,Gold Portfolio,14549,15864.36,9.04,2024-09-26,Direct
USER0415,Bonds,Bonds Portfolio,264995,245587.11,-7.32,2024-07-03,Stock Broker
USER0415,Mutual Funds,Mutual Funds Portfolio,328888,305963.55,-6.97,2024-05-12,Stock Broker
USER0416,Bonds,Bonds Portfolio,244329,230590.02,-5.62,2024-10-05,Mutual Fund House
USER0416,Gold,Gold Portfolio,107971,113763.88,5.37,2025-09-02,Direct
USER0416,Fixed Deposits,Fixed Deposits Portfolio,248272,230159.46,-7.3,2025-07-18,Mutual Fund House
USER0416,Real Estate,Real Estate Portfolio,2338083,2627754.02,12.39,2024-08-19,Stock Broker
USER0417,Fixed Deposits,Fixed Deposits Portfolio,991516,1129143.67,13.88,2025-03-25,Direct
USER0417,Stocks,Stocks Portfolio,220853,217436.51,-1.55,2023-12-11,Mutual Fund House
USER0417,Mutual Funds,Mutual Funds Portfolio,24199,29842.5,23.32,2023-09-09,Direct
USER0418,Gold,Gold Portfolio,140762,167027.18,18.66,2023-02-16,Stock Broker
USER0418,Stocks,Stocks Portfolio,254417,306999.81,20.67,2023-05-25,Bank
USER0418,Bonds,Bonds Portfolio,251454,282779.08,12.46,2023-10-02,Bank
USER0418,Mutual Funds,Mutual Funds Portfolio,286110,350983.36,22.67,2024-06-22,Mutual Fund House
USER0419,Fixed Deposits,Fixed Deposits Portfolio,413788,372643.14,-9.94,2023-05-21,Direct
USER0419,Bonds,Bonds Portfolio,99138,110233.57,11.19,2023-04-09,Direct
USER0420,Real Estate,Real Estate Portfolio,3723402,4474704.29,20.18,2025-04-22,Stock Broker
USER0420,Stocks,Stocks Portfolio,422562,437816.76,3.61,2025-09-07,Mutual Fund House
USER0421,Fixed Deposits,Fixed Deposits Portfolio,124181,138680.14,11.68,2023-01-30,Direct
USER0421,Bonds,Bonds Portfolio,67740,79911.89,17.97,2025-07-22,Stock Broker
USER0421,Gold,Gold Portfolio,39653,40723.26,2.7,2025-05-19,Direct
USER0422,Mutual Funds,Mutual Funds Portfolio,345776,410487.66,18.71,2023-09-11,Bank
USER0423,Fixed Deposits,Fixed Deposits Portfolio,159917,176599.1,10.43,2023-03-31,Direct
USER0423,Real Estate,Real Estate Portfolio,1934971,2407492.13,24.42,2025-06-02,Stock Broker
USER0423,Stocks,Stocks Portfolio,222404,213881.97,-3.83,2025-05-26,Mutual Fund House
USER0423,Mutual Funds,Mutual Funds Portfolio,369855,370348.13,0.13,2025-01-01,Mutual Fund House
USER0424,Stocks,Stocks Portfolio,153111,163947.94,7.08,2023-07-16,Direct
USER0425,Stocks,Stocks Portfolio,86904,92180.66,6.07,2023-05-12,Bank
USER0425,Bonds,Bonds Portfolio,16930,19580.63,15.66,2023-09-19,Direct
USER0426,Real Estate,Real Estate Portfolio,2600113,2479286.36,-4.65,2023-11-15,Mutual Fund House
USER0427,Stocks,Stocks Portfolio,391305,442222.81,13.01,2025-03-07,Stock Broker
USER0427,Fixed Deposits,Fixed Deposits Portfolio,897989,883825.6,-1.58,2025-10-17,Mutual Fund House
USER0427,Real Estate,Real Estate Portfolio,1852333,1889215.99,1.99,2025-08-28,Mutual Fund House
USER0428,Real Estate,Real Estate Portfolio,630254,746258.25,18.41,2024-12-29,Mutual Fund House
USER0428,Mutual Funds,Mutual Funds Portfolio,311429,347243.28,11.5,2025-03-20,Stock Broker
USER0428,Bonds,Bonds Portfolio,58362,62174.34,6.53,2024-02-15,Stock Broker
USER0428,Fixed Deposits,Fixed Deposits Portfolio,574787,675801.14,17.57,2023-06-06,Bank
USER0429,Mutual Funds,Mutual Funds Portfolio,16197,16466.23,1.66,2025-05-10,Stock Broker
USER0429,Fixed Deposits,Fixed Deposits Portfolio,180173,177076.73,-1.72,2025-11-30,Mutual Fund House
USER0429,Bonds,Bonds Portfolio,23222,26135.27,12.55,2025-12-04,Stock Broker
USER0430,Fixed Deposits,Fixed Deposits Portfolio,400626,372812.0,-6.94,2025-02-16,Bank
USER0431,Gold,Gold Portfolio,126477,155904.99,23.27,2023-10-07,Stock Broker
USER0432,Real Estate,Real Estate Portfolio,2323501,2661335.67,14.54,2023-11-15,Stock Broker
USER0433,Fixed Deposits,Fixed Deposits Portfolio,87522,103179.36,17.89,2023-10-08,Mutual Fund House
USER0433,Bonds,Bonds Portfolio,235094,262994.65,11.87,2025-01-06,Mutual Fund House
USER0433,Gold,Gold Portfolio,175763,192494.21,9.52,2023-06-06,Mutual Fund House
USER0434,Bonds,Bonds Portfolio,240297,238446.35,-0.77,2025-11-25,Direct
USER0434,Mutual Funds,Mutual Funds Portfolio,252014,293090.8,16.3,2025-12-16,Stock Broker
USER0435,Bonds,Bonds Portfolio,292027,353757.88,21.14,2025-10-19,Bank
USER0436,Mutual Funds,Mutual Funds Portfolio,398688,467014.62,17.14,2023-11-18,Stock Broker
USER0436,Fixed Deposits,Fixed Deposits Portfolio,432386,424327.36,-1.86,2024-07-09,Mutual Fund House
USER0437,Real Estate,Real Estate Portfolio,1204498,1253079.5,4.03,2025-08-16,Stock Broker
USER0437,Gold,Gold Portfolio,75875,85186.95,12.27,2025-10-01,Mutual Fund House
USER0437,Mutual Funds,Mutual Funds Portfolio,68516,77166.78,12.63,2023-10-25,Bank
USER0437,Bonds,Bonds Portfolio,27526,26789.94,-2.67,2025-06-22,Mutual Fund House
USER0438,Stocks,Stocks Portfolio,126700,118553.22,-6.43,2025-08-23,Bank
USER0438,Real Estate,Real Estate Portfolio,3537153,3256604.06,-7.93,2024-08-26,Mutual Fund House
USER0438,Bonds,Bonds Portfolio,131949,154442.77,17.05,2023-09-03,Direct
USER0438,Mutual Funds,Mutual Funds Portfolio,64833,80125.61,23.59,2024-02-26,Stock Broker
USER0439,Stocks,Stocks Portfolio,445772,423066.79,-5.09,2024-10-22,Direct
USER0439,Bonds,Bonds Portfolio,201029,211677.71,5.3,2025-10-11,Direct
USER0439,Real Estate,Real Estate Portfolio,3913045,3838250.73,-1.91,2024-03-02,Bank
USER0440,Gold,Gold Portfolio,187620,232939.62,24.16,2024-02-05,Stock Broker
USER0441,Mutual Funds,Mutual Funds Portfolio,89638,82344.52,-8.14,2024-07-04,Mutual Fund House
USER0442,Bonds,Bonds Portfolio,118788,129207.79,8.77,2024-07-02,Stock Broker
USER0442,Real Estate,Real Estate Portfolio,4180507,4109994.1,-1.69,2025-08-27,Stock Broker
USER0443,Mutual Funds,Mutual Funds Portfolio,303929,354585.15,16.67,2025-07-10,Mutual Fund House
USER0443,Stocks,Stocks Portfolio,222644,211464.43,-5.02,2025-11-21,Bank
USER0443,Gold,Gold Portfolio,72393,69774.17,-3.62,2023-04-04,Stock Broker
USER0444,Real Estate,Real Estate Portfolio,3385771,3128467.52,-7.6,2023-09-02,Bank
USER0444,Bonds,Bonds Portfolio,60542,59779.7,-1.26,2025-04-25,Stock Broker
USER0445,Gold,Gold Portfolio,152607,150176.17,-1.59,2025-12-21,Stock Broker
USER0445,Bonds,Bonds Portfolio,215303,254164.72,18.05,2024-03-07,Stock Broker
USER0445,Real Estate,Real Estate Portfolio,2624518,2447318.79,-6.75,2023-05-15,Bank
USER0446,Gold,Gold Portfolio,142766,160127.06,12.16,2023-12-23,Direct
USER0446,Real Estate,Real Estate Portfolio,1997859,2003603.69,0.29,2024-03-01,Stock Broker
USER0447,Gold,Gold Portfolio,125771,121442.72,-3.44,2025-02-07,Direct
USER0447,Bonds,Bonds Portfolio,217458,213272.88,-1.92,2025-03-19,Bank
USER0448,Mutual Funds,Mutual Funds Portfolio,247621,245730.6,-0.76,2023-10-10,Bank
USER0448,Fixed Deposits,Fixed Deposits Portfolio,71833,77812.08,8.32,2024-05-20,Stock Broker
USER0448,Stocks,Stocks Portfolio,112856,137979.76,22.26,2024-05-20,Bank
USER0448,Bonds,Bonds Portfolio,37868,42655.99,12.64,2024-03-30,Mutual Fund House
USER0449,Real Estate,Real Estate Portfolio,1261013,1376904.5,9.19,2023-04-17,Bank
USER0450,Gold,Gold Portfolio,18207,22310.42,22.54,2024-09-17,Direct
USER0451,Gold,Gold Portfolio,54918,55028.43,0.2,2025-09-03,Bank
USER0451,Mutual Funds,Mutual Funds Portfolio,30614,34586.98,12.98,2025-01-11,Direct
USER0452,Gold,Gold Portfolio,32457,34122.14,5.13,2025-02-04,Direct
USER0452,Mutual Funds,Mutual Funds Portfolio,277606,312602.76,12.61,2025-01-09,Direct
USER0452,Bonds,Bonds Portfolio,263637,265064.62,0.54,2024-05-03,Stock Broker
USER0453,Gold,Gold Portfolio,61222,62428.07,1.97,2023-06-08,Bank
USER0453,Real Estate,Real Estate Portfolio,1419119,1586775.15,11.81,2024-09-21,Stock Broker
USER0453,Stocks,Stocks Portfolio,293462,346586.29,18.1,2023-03-17,Mutual Fund House
USER0454,Mutual Funds,Mutual Funds Portfolio,188269,173739.23,-7.72,2024-08-17,Stock Broker
USER0454,Real Estate,Real Estate Portfolio,2657793,2439257.16,-8.22,2025-03-09,Stock Broker
USER0455,Real Estate,Real Estate Portfolio,4183356,4030931.84,-3.64,2025-01-14,Bank
USER0456,Real Estate,Real Estate Portfolio,1203594,1340535.31,11.38,2025-08-30,Direct
USER0456,Fixed Deposits,Fixed Deposits Portfolio,117612,141974.71,20.71,2024-11-25,Direct
USER0456,Gold,Gold Portfolio,144301,169406.29,17.4,2023-09-13,Direct
USER0457,Mutual Funds,Mutual Funds Portfolio,280409,303925.55,8.39,2025-12-04,Mutual Fund House
USER0457,Stocks,Stocks Portfolio,199855,199173.42,-0.34,2023-09-09,Bank
USER0458,Real Estate,Real Estate Portfolio,2973980,3436295.94,15.55,2023-07-18,Bank
USER0458,Bonds,Bonds Portfolio,279378,330716.5,18.38,2024-11-08,Stock Broker
USER0458,Stocks,Stocks Portfolio,424461,419450.14,-1.18,2025-11-19,Mutual Fund House
USER0459,Bonds,Bonds Portfolio,133376,163671.05,22.71,2024-12-28,Mutual Fund House
USER0459,Gold,Gold Portfolio,126917,146847.12,15.7,2023-08-24,Mutual Fund House
USER0460,Fixed Deposits,Fixed Deposits Portfolio,735728,807207.32,9.72,2024-08-21,Bank
USER0461,Mutual Funds,Mutual Funds Portfolio,143210,165362.36,15.47,2025-07-07,Stock Broker
USER0461,Gold,Gold Portfolio,170503,196592.05,15.3,2025-07-24,Bank
USER0461,Fixed Deposits,Fixed Deposits Portfolio,615462,740295.66,20.28,2025-11-24,Bank
USER0462,Mutual Funds,Mutual Funds Portfolio,22562,26576.81,17.79,2023-03-27,Stock Broker
USER0462,Bonds,Bonds Portfolio,206301,210790.44,2.18,2025-12-01,Bank
USER0462,Fixed Deposits,Fixed Deposits Portfolio,431860,529323.85,22.57,2025-09-19,Bank
USER0462,Stocks,Stocks Portfolio,185512,190349.79,2.61,2024-07-16,Direct
USER0463,Mutual Funds,Mutual Funds Portfolio,35178,39572.28,12.49,2025-06-17,Direct
USER0464,Gold,Gold Portfolio,113202,138721.88,22.54,2025-01-01,Bank
USER0464,Real Estate,Real Estate Portfolio,4919393,5931473.17,20.57,2023-12-07,Stock Broker
USER0464,Bonds,Bonds Portfolio,44170,42648.81,-3.44,2023-02-16,Stock Broker
USER0465,Real Estate,Real Estate Portfolio,2050493,2306720.41,12.5,2024-02-09,Direct
USER0465,Fixed Deposits,Fixed Deposits Portfolio,306477,317895.63,3.73,2024-05-10,Stock Broker
USER0465,Bonds,Bonds Portfolio,193579,224068.25,15.75,2025-04-15,Bank
USER0465,Stocks,Stocks Portfolio,353814,430235.98,21.6,2023-07-16,Mutual Fund House
USER0466,Fixed Deposits,Fixed Deposits Portfolio,941975,1035317.68,9.91,2023-05-31,Mutual Fund House
USER0466,Bonds,Bonds Portfolio,273841,255402.4,-6.73,2025-04-29,Mutual Fund House
USER0467,Bonds,Bonds Portfolio,241228,259605.48,7.62,2024-06-03,Stock Broker
USER0467,Stocks,Stocks Portfolio,21426,20029.66,-6.52,2024-06-24,Mutual Fund House
USER0467,Gold,Gold Portfolio,38358,38881.09,1.36,2024-06-25,Bank
USER0468,Real Estate,Real Estate Portfolio,4385167,4288303.9,-2.21,2023-05-14,Stock Broker
USER0468,Gold,Gold Portfolio,20683,23662.97,14.41,2025-07-01,Stock Broker
USER0468,Stocks,Stocks Portfolio,82046,91376.36,11.37,2024-08-16,Mutual Fund House
USER0468,Fixed Deposits,Fixed Deposits Portfolio,559609,693906.69,24.0,2025-08-13,Bank
USER0469,Stocks,Stocks Portfolio,79438,80572.31,1.43,2025-02-23,Stock Broker
USER0470,Bonds,Bonds Portfolio,236886,247423.85,4.45,2025-12-13,Direct
USER0470,Stocks,Stocks Portfolio,239627,275970.58,15.17,2025-05-01,Mutual Fund House
USER0470,Fixed Deposits,Fixed Deposits Portfolio,200257,228944.01,14.33,2024-09-20,Bank
USER0470,Mutual Funds,Mutual Funds Portfolio,302324,327746.2,8.41,2023-11-21,Mutual Fund House
USER0471,Mutual Funds,Mutual Funds Portfolio,377945,414236.08,9.6,2025-01-23,Mutual Fund House
USER0472,Gold,Gold Portfolio,149749,164927.74,10.14,2025-06-21,Mutual Fund House
